MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE
7331,"Pb, Ag",Pb,OCCURRENCE,Not worked,Low Significance,VEIN,138.6499552,-35.4406485
7439,QTZE,QTZE,OCCURRENCE,Rehabilitated,Low Significance,QTZT,138.3839992,-35.4459915
7401,"SDST, SHA",SDST,DEPOSIT,Seasonal,Low Significance,SDST,138.3809772,-35.4474585
7400,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,140.7827559,-35.4486816
7929,SDST,SDST,DEPOSIT,Seasonal,Low Significance,SDST,138.6253402,-35.4499015
512,Au,Au,OCCURRENCE,Abandoned,Low Significance,TCTO,137.2760614,-35.7330694
533,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,GOSS,138.0168213,-35.7330845
510,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.0182333,-35.7354245
513,Au,Au,OCCURRENCE,Abandoned,Low Significance,FBRC,137.3144724,-35.7392544
4974,CLAY,CLAY,OCCURRENCE,Not worked,Low Significance,CLYS,137.0378445,-35.7394824
4952,SALT,SALT,OCCURRENCE,Abandoned,Low Significance,EVAP,137.3139324,-35.1434154
4564,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,138.9356212,-35.1438205
10189,CLAY,CLAY,PROSPECT,Not worked,Low Significance,CLYS,138.5260892,-35.1446705
5566,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.6798322,-35.0077135
5109,SALT,SALT,OCCURRENCE,Care/ Maintenance,Low Significance,EVAP,137.4711644,-35.0077964
1482,S,S,DEPOSIT,Rehabilitated,Locally Significant,PELT,138.9355702,-35.0083845
5571,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.5960212,-35.0084035
5102,SALT,SALT,OCCURRENCE,Abandoned,Low Significance,EVAP,137.5073384,-35.0084064
11772,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,140.0441487,-35.0094507
4636,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8214552,-35.0095275
8656,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,CLYS,138.5521322,-35.0096215
5401,SDST,SDST,OCCURRENCE,Rehabilitated,Low Significance,SDST,138.5886152,-35.0097205
9859,Ni,Ni,OCCURRENCE,Not worked,Low Significance,MUMI,139.838548,-35.5601825
1421,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6281792,-35.5631755
8395,SDST,SDST,DEPOSIT,Seasonal,Low Significance,MGYW,138.4619242,-35.5634835
4722,GRNT,GRNT,OCCURRENCE,Rehabilitated,Low Significance,GRNT,138.6324682,-35.5636205
9910,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,140.084214,-35.5645105
8689,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,139.3775421,-35.5662825
11503,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,BREC,137.5594524,-35.5782644
4726,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,138.5656592,-35.5800465
1438,W,W,OCCURRENCE,Abandoned,Low Significance,VEIN,138.3822652,-35.5831475
1435,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.3779742,-35.5844155
1451,W,W,OCCURRENCE,Abandoned,Low Significance,VEIN,138.3813052,-35.5845785
8016,"LMST, CALI",LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,140.6689158,-36.2395416
1458,"As, Au",As,OCCURRENCE,Abandoned,Low Significance,VEIN,138.1217043,-35.6391505
4920,SGRT,SGRT,OCCURRENCE,Abandoned,Low Significance,GRIT,137.5832154,-35.6426544
521,SAND,SAND,DEPOSIT,Abandoned,Low Significance,SAND,137.6005214,-35.6428684
11624,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,137.9755973,-35.6436104
1454,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,138.1834993,-35.6454435
525,BAS,BAS,OCCURRENCE,Recreation,Low Significance,BSLT,137.6419584,-35.6459764
523,BAS,BAS,DEPOSIT,Abandoned,Low Significance,BSLT,137.6242224,-35.6472664
9022,LMST,LMST,PROSPECT,Seasonal,Low Significance,LMST,137.1360344,-35.6477374
8115,LMST,LMST,DEPOSIT,Seasonal,Locally Significant,LMST,137.5696734,-35.6507864
5376,"SAND, SIS, SiO2",SAND,PROSPECT,Seasonal,Locally Significant,SAND,140.7041028,-36.8500456
8579,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,140.2183248,-36.8587516
10356,SAND,SAND,DEPOSIT,Active Mine,Low Significance,SAND,139.8300599,-36.8745835
8563,SAND,SAND,OCCURRENCE,Ceased,Low Significance,SAND,139.8360529,-36.8789685
11262,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,140.6400218,-36.8948756
509,HMIN,HMIN,DEPOSIT,Abandoned,Locally Significant,SAND,137.6664083,-35.7402574
7507,GYPS,GYPS,DEPOSIT,Seasonal,Low Significance,GPSM,139.3308881,-35.7414685
10211,GRNT,GRNT,OCCURRENCE,Not worked,Low Significance,GRNT,139.772571,-35.7439915
10396,"SAND, CALI",SAND,OCCURRENCE,Abandoned,Low Significance,SAND,140.7921858,-35.7472796
505,Au,Au,OCCURRENCE,Not worked,Low Significance,FBRC,137.4588954,-35.7474744
4982,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,136.6386335,-35.7481984
7511,SALT,SALT,OCCURRENCE,Care/ Maintenance,Low Significance,EVAP,139.8680229,-37.3181595
10480,BAS,BAS,OCCURRENCE,Not worked,Low Significance,BSLT,141.2259576,-37.3188516
9949,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.2577598,-37.3282426
8510,SALT,SALT,OCCURRENCE,Abandoned,Low Significance,EVAP,139.9504189,-37.3336115
8587,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,140.4944478,-37.3429556
7536,LMST,LMST,DEPOSIT,Active Mine,Locally Significant,LMST,140.7036607,-37.3683626
7543,"SAND, LMST",SAND,DEPOSIT,Seasonal,Low Significance,SAND,140.7069277,-37.3703546
5585,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6991542,-35.0102445
1611,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0830752,-35.0115095
9991,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.3348931,-35.0118005
5562,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.7364062,-35.0699035
5317,SCHT,SCHT,OCCURRENCE,Abandoned,Low Significance,SCHT,139.1128502,-35.0700375
5427,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6674302,-35.0701285
5475,"CLAY, SHA",CLAY,OCCURRENCE,Rehabilitated,Low Significance,REGO,138.6405552,-35.0705095
5398,Pb,Pb,OCCURRENCE,Not worked,Low Significance,VEIN,138.6460412,-35.0712205
4562,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.7736512,-35.0712245
8775,"SHA, CLAY",SHA,DEPOSIT,Rehabilitated,Locally Significant,SHLE,138.6513692,-35.0712585
5493,"FELD, SiO2",FELD,OCCURRENCE,Abandoned,Low Significance,PEGM,138.7087282,-35.0715475
5445,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6344832,-35.0719245
8067,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,139.9678539,-36.2434125
10037,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,140.4565458,-36.2436346
10395,"CALI, LMST, SAND",CALI,OCCURRENCE,Abandoned,Low Significance,CALC,140.5859618,-36.2476686
10121,CALI,CALI,DEPOSIT,Not worked,Low Significance,CALC,140.6409598,-36.2522186
8015,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,LMST,140.6553758,-36.2523136
7499,LMST,LMST,DEPOSIT,Active Mine,Locally Significant,LMST,140.6455168,-36.2703986
11640,"Cu, Zn",Cu,OCCURRENCE,Not worked,Low Significance,MBAS,139.8851339,-36.2722285
11641,Zn,Zn,OCCURRENCE,Not worked,Low Significance,SKRN,140.2202989,-36.2771546
7496,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,139.8522969,-36.2811115
9060,U,U,OCCURRENCE,Not worked,Low Significance,SAND,140.2425519,-36.2870066
7498,"SAND, HMIN",SAND,DEPOSIT,Seasonal,Low Significance,SAND,140.7435338,-36.2913846
5360,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.7702438,-36.2972986
7568,LMST,LMST,OCCURRENCE,Ceased,Low Significance,LMST,140.6435567,-37.8241886
7573,"SAND, GRVL, LMST, SDST",SAND,DEPOSIT,Active Mine,Locally Significant,SAND,140.7022977,-37.8252536
9019,LMST,LMST,DEPOSIT,Seasonal,Locally Significant,LMST,140.7278348,-36.8953556
5382,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,140.6492308,-36.9037136
7519,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,140.6544848,-36.9085066
7595,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,140.7344828,-36.9202506
11189,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.7566427,-36.9320806
11756,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.0398509,-36.9322765
8528,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.6647978,-36.9375626
10001,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.8243657,-36.9404296
7515,"SAND, LMST",SAND,DEPOSIT,Seasonal,Low Significance,SAND,140.7660577,-36.9480816
5365,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.7630107,-36.9529436
5523,BAR,BAR,OCCURRENCE,Rehabilitated,Low Significance,QBAU,138.5001242,-35.2035025
5507,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,138.4737302,-35.2035335
7472,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,139.0092262,-35.2050005
4659,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.7661342,-35.2059495
10479,BAS,BAS,PROSPECT,Not worked,Low Significance,BSLT,141.2683076,-37.3896126
7544,LMST,LMST,DEPOSIT,Seasonal,Low Significance,LMST,140.6802677,-37.3984986
8421,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,140.6786057,-37.4173326
8616,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,140.0388428,-37.4511585
7927,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.3629688,-37.4556036
10070,PEAT,PEAT,OCCURRENCE,Not worked,Low Significance,PEAT,140.1776258,-37.5112626
9900,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,139.1191751,-35.2384555
7040,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,139.4388201,-35.2397565
1575,"Pb, Ag, Cu, Zn",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9127782,-35.2398045
6608,COAL,COAL,DEPOSIT,Not worked,Low Significance,LIGN,139.6382721,-35.2403625
8417,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.5182802,-35.2408735
6609,COAL,COAL,DEPOSIT,Not worked,Low Significance,LIGN,139.6239731,-35.2411025
1612,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0079672,-35.0720555
11774,HMIN,HMIN,PROSPECT,Not worked,Low Significance,SAND,139.9287462,-35.0724614
4652,"Au, DIA",Au,OCCURRENCE,Recreation,Low Significance,CGLM,138.7640632,-35.0830555
4655,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7608992,-35.0831085
5399,"Ag, Au, Cu",Ag,OCCURRENCE,Recreation,Low Significance,VEIN,138.6733842,-35.0832335
4542,Au,Au,OCCURRENCE,Recreation,Low Significance,CGLM,138.7691492,-35.0834165
4587,Au,Au,OCCURRENCE,Abandoned,Low Significance,CGLM,138.7623472,-35.0836375
4555,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7733052,-35.0837555
8672,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.3278071,-35.0841865
4576,Au,Au,OCCURRENCE,Recreation,Low Significance,CGLM,138.7679712,-35.0842505
5505,"CLAY, KAO",CLAY,OCCURRENCE,Abandoned,Low Significance,MTHH,138.6703982,-35.0842585
1583,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.0092022,-35.0844265
7906,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,140.6466187,-37.8253696
7905,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.6485387,-37.8278086
7576,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,140.7066007,-37.8290496
9444,DOL,DOL,OCCURRENCE,Abandoned,Low Significance,DLOM,140.6917117,-37.8297326
7904,LMST,LMST,OCCURRENCE,Care/ Maintenance,Locally Significant,LMST,140.6666997,-37.8322786
7639,LMST,LMST,OCCURRENCE,Care/ Maintenance,Low Significance,LMST,140.6732907,-37.8323866
6565,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,140.6511277,-37.8330446
7903,LMST,LMST,OCCURRENCE,Care/ Maintenance,Low Significance,LMST,140.6721467,-37.8340056
7902,LMST,LMST,DEPOSIT,Seasonal,Locally Significant,LMST,140.6744177,-37.8344626
7583,LMST,LMST,OCCURRENCE,Seasonal,Locally Significant,LMST,140.6732747,-37.8359016
7585,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,140.6549757,-37.8364806
8522,BAS,BAS,OCCURRENCE,Rehabilitated,Low Significance,VOLC,140.7837327,-37.8377786
7045,SALT,SALT,OCCURRENCE,Abandoned,Low Significance,EVAP,139.3189571,-35.3233495
7486,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,139.3658071,-35.3239915
5578,BAR,BAR,OCCURRENCE,Rehabilitated,Low Significance,QBAU,138.4970782,-35.2059845
5457,BAR,BAR,OCCURRENCE,Rehabilitated,Low Significance,QBAU,138.4964732,-35.2068005
5595,BAR,BAR,OCCURRENCE,Abandoned,Low Significance,QBAU,138.5116202,-35.2071135
4711,CALI,CALI,OCCURRENCE,Seasonal,Low Significance,CALC,138.9908092,-35.2080845
5413,"Au, OCR",Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.6675512,-35.2081455
4648,MARB,MARB,PROSPECT,Abandoned,Locally Significant,MARB,138.7968182,-35.2114805
4662,"QTZE, SDST",QTZE,DEPOSIT,Seasonal,Locally Significant,SDST,138.7659792,-35.2116255
1472,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.9110812,-35.2116935
7385,PHOS,PHOS,DEPOSIT,Abandoned,Low Significance,RESI,138.4419002,-35.3720285
11601,SDST,SDST,DEPOSIT,Active Mine,Locally Significant,SAND,138.8021132,-35.3727565
9871,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,139.729924,-35.3743485
7403,"QTZE, SHA, SLAT, SiO2",QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.4459362,-35.3760225
1477,Pb,Pb,OCCURRENCE,Not worked,Low Significance,GOSS,138.9128682,-35.2413105
8418,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.5172562,-35.2420235
8416,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,138.5277862,-35.2426005
8419,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.5217332,-35.2429275
1494,"Cu, Ag",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.8737942,-35.2430465
4551,BAR,BAR,OCCURRENCE,Not worked,Low Significance,QBAU,138.7647742,-35.2435155
7938,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,138.8083962,-35.4512915
1416,"Ni, Ag, Au",Ni,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6631702,-35.4528205
7857,"SDST, SiO2",SDST,OCCURRENCE,Seasonal,Low Significance,SDST,138.5362282,-35.4532525
7988,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,138.3187563,-35.4536635
1428,"Cu, Ag",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7554972,-35.4539255
7390,Th,Th,OCCURRENCE,Not worked,Low Significance,VEIN,138.4621762,-35.4539715
4600,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.7779832,-35.0844305
8840,DIA,DIA,PROSPECT,Not worked,Low Significance,GRVL,138.7628732,-35.0844585
5491,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6775522,-35.1451235
5450,"GRVL, CLAY, SAND",GRVL,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.6221472,-35.1460995
1671,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.1581731,-35.1465555
8034,"SAND, CLAY",SAND,DEPOSIT,Rehabilitated,Low Significance,SAND,138.6149732,-35.1469035
5293,GRNT,GRNT,OCCURRENCE,Rehabilitated,Low Significance,GRNT,139.3025921,-35.1481245
5471,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,138.5279022,-35.1482225
11743,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.756501,-35.1493025
5289,GRNT,GRNT,OCCURRENCE,Abandoned,Low Significance,GRNT,139.3178771,-35.1504455
5527,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,138.4863932,-35.1506245
5338,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.1901791,-35.1510655
4618,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.8182352,-35.1510965
7450,"SIS, SAND",SIS,DEPOSIT,Seasonal,Low Significance,SAND,139.4227821,-35.3240975
7333,MARB,MARB,PROSPECT,Abandoned,Low Significance,MARB,138.6803892,-35.3242295
11083,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,139.1460961,-35.3256525
9894,DIAT,DIAT,OCCURRENCE,Not worked,Low Significance,DIAT,140.252504,-35.3258745
7345,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6666102,-35.3291025
7389,GRVL,GRVL,OCCURRENCE,Rehabilitated,Low Significance,CGLM,138.4493622,-35.3293095
1425,"Cu, Au",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7586492,-35.3302135
7451,"SIS, SAND",SIS,DEPOSIT,Seasonal,Locally Significant,SAND,139.2688571,-35.3307565
7370,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,138.4759382,-35.3313845
7392,"Ag, Pb",Ag,OCCURRENCE,Abandoned,Low Significance,IRSU,138.4843762,-35.3316655
9274,"Cu, Zn",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,139.4785041,-35.5847545
7936,"LMST, SAND",LMST,OCCURRENCE,Seasonal,Low Significance,LMST,139.0887761,-35.3816835
11249,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,139.66443,-35.3819895
9062,"DIAT, SALT",DIAT,OCCURRENCE,Not worked,Low Significance,DIAT,139.5246981,-35.3823855
4713,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,139.3647461,-35.3849825
5270,SDST,SDST,DEPOSIT,Seasonal,Low Significance,SDST,138.8087472,-35.3854915
6599,GYPS,GYPS,DEPOSIT,Active Mine,Locally Significant,GPSM,139.618978,-35.3864095
8531,"SAND, SIS",SAND,DEPOSIT,Seasonal,Locally Significant,SAND,139.3173751,-35.3867435
11569,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7049372,-35.3883415
9911,"CALI, SAND",CALI,OCCURRENCE,Seasonal,Low Significance,CALC,140.2526859,-35.3885315
10473,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,137.5861454,-35.6513354
8635,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,137.4391654,-35.6516094
4987,"SALT, GYPS",SALT,OCCURRENCE,Not worked,Low Significance,EVAP,137.5431434,-35.6638784
11214,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.1857471,-35.6671965
7501,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,139.873511,-35.6714105
10322,SAND,SAND,OCCURRENCE,Not worked,Low Significance,SAND,138.7304162,-35.4545375
8790,SDST,SDST,OCCURRENCE,Rehabilitated,Low Significance,SDST,138.4083062,-35.4574225
7384,Fe,Fe,PROSPECT,Abandoned,Low Significance,MGTM,138.4342702,-35.4585185
8278,U,U,OCCURRENCE,Not worked,Low Significance,VEIN,138.3834362,-35.4599505
7325,CLAY,CLAY,OCCURRENCE,Rehabilitated,Low Significance,REGO,138.6467042,-35.4614975
7438,DOLR,DOLR,OCCURRENCE,Abandoned,Low Significance,DOLR,138.4256672,-35.4623015
5275,SAND,SAND,OCCURRENCE,Care/ Maintenance,Low Significance,SAND,138.8203102,-35.4649755
10472,CLAY,CLAY,OCCURRENCE,Abandoned,Low Significance,CLYS,137.5977764,-35.7511334
511,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,137.4180814,-35.7543414
4973,CLAY,CLAY,OCCURRENCE,Not worked,Low Significance,CLYS,136.9514235,-35.7558614
503,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,137.8036033,-35.7575954
506,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,137.4119904,-35.7577084
10468,GYPS,GYPS,OCCURRENCE,Ceased,Low Significance,GPSM,137.4751094,-35.7604814
11732,HMIN,HMIN,DEPOSIT,Not worked,Low Significance,SAND,139.9962636,-35.0169089
4937,SALT,SALT,OCCURRENCE,Abandoned,Low Significance,EVAP,137.5563844,-35.0177494
8674,CALI,CALI,OCCURRENCE,Rehabilitated,Low Significance,CALC,139.2836071,-35.0178865
4546,Au,Au,OCCURRENCE,Abandoned,Locally Significant,ALLV,138.7505572,-35.0724925
5569,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,138.5123192,-35.0728995
9954,KAO,KAO,OCCURRENCE,Not worked,Low Significance,CLYR,139.1701351,-35.0730795
8573,QTZE,QTZE,OCCURRENCE,Abandoned,Low Significance,QTZT,138.6774332,-35.0731155
5545,"Ag, Cu",Ag,DEPOSIT,Abandoned,Low Significance,FBRC,138.6888332,-35.0732425
1608,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,139.0067152,-35.0739285
4565,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.7814572,-35.0745225
4595,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7834252,-35.0747395
1437,"W, Au",W,OCCURRENCE,Abandoned,Low Significance,VEIN,138.3833372,-35.5869885
1452,"Au, W",Au,OCCURRENCE,Abandoned,Low Significance,GRVL,138.3756262,-35.5878815
10035,Au,Au,PROSPECT,Abandoned,Locally Significant,VEIN,138.3820742,-35.5888495
10320,SCHT,SCHT,OCCURRENCE,Abandoned,Low Significance,SCHT,138.5798882,-35.5897525
4971,LMST,LMST,PROSPECT,Not worked,Low Significance,TRAV,137.6058244,-35.5907904
1744,"Cu, Ag, Pb",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.6027472,-35.5910655
1419,HMIN,HMIN,OCCURRENCE,Not worked,Low Significance,SAND,138.5914812,-35.5950775
10210,GRNT,GRNT,OCCURRENCE,Not worked,Low Significance,GRNT,139.3833451,-35.5969485
1453,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.4109632,-35.5976425
8690,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,139.572231,-35.5983075
8923,LMST,LMST,DEPOSIT,Seasonal,Locally Significant,LMST,140.7159208,-36.3206216
7497,"SAND, LMST",SAND,DEPOSIT,Seasonal,Low Significance,LMST,140.9477548,-36.3242836
8110,BAS,BAS,DEPOSIT,Active Mine,Locally Significant,BSLT,137.5185484,-35.6720574
10363,FEST,FEST,OCCURRENCE,Seasonal,Low Significance,FERC,137.1742844,-35.6784994
514,"Pb, Ag",Pb,OCCURRENCE,Not worked,Low Significance,FBRC,136.9811055,-35.6807534
515,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,136.9640285,-35.6827454
516,"Pb, Ag",Pb,OCCURRENCE,Not worked,Low Significance,VEIN,136.9566695,-35.6845784
11209,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,139.3504841,-35.6849045
11752,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.509659,-35.6860875
11213,LMST,LMST,OCCURRENCE,Ceased,Low Significance,LMST,139.2134281,-35.6867775
11753,CALI,CALI,OCCURRENCE,Abandoned,Low Significance,CALC,139.4531901,-35.6892135
7521,LMST,LMST,DEPOSIT,Seasonal,Low Significance,LMST,140.8337717,-36.9530636
7899,LMST,LMST,OCCURRENCE,Seasonal,Low Significance,LMST,140.7663477,-36.9634976
7503,LMST,LMST,DEPOSIT,Seasonal,Low Significance,LMST,139.7427549,-36.9643725
7516,LMST,LMST,DEPOSIT,Active Mine,Locally Significant,LMST,140.7675697,-36.9680966
8564,LMST,LMST,DEPOSIT,Seasonal,Low Significance,LMST,139.7499919,-36.9683245
8112,GRVL,GRVL,OCCURRENCE,Ceased,Low Significance,GRVL,137.6035324,-35.7610694
7332,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,140.8055798,-35.7653236
7506,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,140.045404,-35.7667515
11662,"Cu, Ni",Cu,OCCURRENCE,Not worked,Low Significance,DIOR,139.668227,-35.7668085
9997,SAND,SAND,OCCURRENCE,Abandoned,Low Significance,SAND,140.1824659,-35.7669505
8966,SAND,SAND,DEPOSIT,Seasonal,Locally Significant,SAND,140.026397,-35.7680065
8559,SAND,SAND,OCCURRENCE,Seasonal,Low Significance,SAND,137.4724744,-35.7696034
8050,"LMST, SAND",LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,140.4018218,-37.5224006
7548,BAS,BAS,DEPOSIT,Seasonal,Locally Significant,VOLC,140.4401588,-37.5230746
7589,"LMST, SAND",LMST,PROSPECT,Seasonal,Low Significance,LMST,140.3927098,-37.5239196
8512,LMST,LMST,OCCURRENCE,Abandoned,Low Significance,LMST,140.1751008,-37.5454066
7579,SAND,SAND,DEPOSIT,Seasonal,Low Significance,SAND,140.4722327,-37.5483696
7546,"BAS, PHOS",BAS,DEPOSIT,Active Mine,Locally Significant,VOLC,140.4078518,-37.5585206
7547,BAS,BAS,OCCURRENCE,Care/ Maintenance,Low Significance,VOLC,140.4072508,-37.5629336
7562,"SAND, SDST",SAND,PROSPECT,Care/ Maintenance,Low Significance,SAND,140.5103897,-37.5647586
5517,"OCR, Ag, Pb",OCR,OCCURRENCE,Abandoned,Low Significance,IRSU,138.6297942,-35.0748075
1483,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,MSED,138.9939692,-35.0749805
8935,SAND,SAND,OCCURRENCE,Rehabilitated,Low Significance,SAND,138.5892172,-35.0749985
7442,SDST,SDST,OCCURRENCE,Abandoned,Low Significance,SDST,138.8259282,-35.0847045
5540,Au,Au,OCCURRENCE,Abandoned,Low Significance,ALLV,138.7161132,-35.0849515
4644,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7712202,-35.0854615
4676,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,138.7732772,-35.0855685
5496,LMST,LMST,OCCURRENCE,Rehabilitated,Low Significance,LMST,138.5399462,-35.0856035
